loss,accuracy,val_loss,val_accuracy
2.18406425052219,0.2222222238779068,2.14383585717943,0.25555557012557983
2.082213878631592,0.25,2.0174956374698216,0.3777777850627899
1.8900166591008505,0.4166666567325592,1.764284404118856,0.4333333373069763
1.5539028538597954,0.5722222328186035,1.3453398784001669,0.5777778029441833
1.1235372013515896,0.7277777791023254,1.2370290597279867,0.5888888835906982
0.8508430030610826,0.7222222089767456,0.7298577202690972,0.7444444298744202
0.5523191947076056,0.8277778029441833,0.7429588423834906,0.7666666507720947
0.5369688216182921,0.8333333134651184,0.6538865288098653,0.800000011920929
0.3994866006904178,0.8666666746139526,0.5922041760550605,0.8222222328186035
0.3093453927172555,0.9277777671813965,0.6370280279053582,0.800000011920929
0.430266839120951,0.8611111044883728,0.45340328481462266,0.8666666746139526
0.22665975954797532,0.9444444179534912,0.3145193450980716,0.9111111164093018
0.1880479966600736,0.9611111283302307,0.4170879984895388,0.8666666746139526
0.1567620254225201,0.949999988079071,0.49621021184656355,0.8333333134651184
0.12343774719370736,0.9666666388511658,0.3247084261642562,0.9111111164093018
0.09355441720949279,0.9833333492279053,0.3510086243351301,0.8777777552604675
0.09870189701517423,0.9722222089767456,0.5041170485317708,0.8444444537162781
0.1203300972779592,0.949999988079071,0.5305767762992117,0.8333333134651184
0.07516533914539548,0.9722222089767456,0.36188289688693154,0.8999999761581421
0.1077904448327091,0.9666666388511658,0.3544940061039395,0.8666666746139526
0.18468908700678083,0.9666666388511658,0.48405840661790633,0.8444444537162781
0.3129348181705508,0.9055555462837219,0.4604024299316936,0.8777777552604675
0.12514854305320317,0.9611111283302307,0.47633401395546066,0.8777777552604675
0.09313542718688647,0.9888888597488403,0.2927968971431255,0.8999999761581421
0.05853568739775154,0.9722222089767456,0.5162377484970623,0.8666666746139526
0.06023368823031584,0.9833333492279053,0.28014773320820596,0.8888888955116272
0.05097328871488571,0.9888888597488403,0.4186766944204768,0.8999999761581421
0.023650771524343226,1.0,0.270538232765264,0.8999999761581421
0.022139109546939532,1.0,0.3346724747783608,0.9111111164093018
0.017268945028384528,1.0,0.3181551376564635,0.9111111164093018
0.01270652539614174,1.0,0.2745905763366156,0.9111111164093018
0.013817330765434437,1.0,0.3162527984215154,0.9111111164093018
0.010656743062039216,1.0,0.3004367950889799,0.9111111164093018
0.01095253915215532,1.0,0.3189262304662002,0.9111111164093018
0.009085047867200855,1.0,0.29232760630548,0.9111111164093018
0.0091521090724402,1.0,0.31796756604065496,0.9111111164093018
0.008882029463226597,1.0,0.3219762853243285,0.9111111164093018
0.007981378445401787,1.0,0.3193962371183766,0.9111111164093018
0.00709353879145864,1.0,0.3109588099747068,0.9111111164093018
0.007821181395815478,1.0,0.3229066501992444,0.9111111164093018
0.007387378328065905,1.0,0.3085621914308932,0.9111111164093018
0.006327809765934944,1.0,0.3124530626874831,0.9111111164093018
0.006454251354767217,1.0,0.3205176943499181,0.9111111164093018
0.006632619935812221,1.0,0.3225390896304614,0.9111111164093018
0.00656776325777173,1.0,0.31884666319108673,0.9111111164093018
0.00915884559508413,1.0,0.2985185936300291,0.9222221970558167
0.0060547142600019775,1.0,0.31196582704368564,0.9222221970558167
0.004937076806608174,1.0,0.3231357083345453,0.9222221970558167
0.004513218409071366,1.0,0.3232417649175558,0.9222221970558167
0.004323112519664897,1.0,0.3233341209176514,0.9222221970558167
0.004404579506566127,1.0,0.3259122758793334,0.9222221970558167
0.004113396438252595,1.0,0.32455210038978194,0.9111111164093018
0.003955452878855997,1.0,0.3210958264871604,0.9111111164093018
0.003760168566885922,1.0,0.32462929279233016,0.9222221970558167
0.003969012081830038,1.0,0.3259359228838649,0.9222221970558167
0.0036360701132151815,1.0,0.32653278178638884,0.9111111164093018
0.003661483298573229,1.0,0.3211102453267409,0.9222221970558167
0.0035129985358152123,1.0,0.33425017004418706,0.9111111164093018
0.0033718565271960363,1.0,0.3241951954861482,0.9222221970558167
0.0033127114901112184,1.0,0.33268090789723725,0.9111111164093018
0.0032272717734384867,1.0,0.32665642737928363,0.9111111164093018
0.003137500772977041,1.0,0.3329046512126095,0.9111111164093018
0.0030549351539876724,1.0,0.3342831218201253,0.9222221970558167
0.0030153630922238033,1.0,0.339005103521049,0.9111111164093018
0.0028489015925313448,1.0,0.3299816452794605,0.9222221970558167
0.0028497273231753045,1.0,0.327750970578442,0.9222221970558167
0.0027919758990820913,1.0,0.33066183001630833,0.9222221970558167
