loss,accuracy,val_loss,val_accuracy,lr
2.26586313424287,0.08888889104127884,2.23948957855637,0.054054055362939835,0.0010000000474974513
2.2593722926245796,0.07777778059244156,2.237754517632562,0.054054055362939835,0.0010000000474974513
2.238278948819196,0.11481481790542603,2.2359581973101643,0.05675675719976425,0.0010000000474974513
2.2744698224244293,0.08888889104127884,2.234234217050913,0.05675675719976425,0.0010000000474974513
2.249268240398831,0.0962962955236435,2.232521814913363,0.05675675719976425,0.0010000000474974513
2.2293251002276384,0.1259259283542633,2.2308382292051574,0.05675675719976425,0.0010000000474974513
2.25371049951624,0.12962962687015533,2.2291381900374954,0.05675675719976425,0.0010000000474974513
2.2314077553925693,0.11481481790542603,2.2274975828222328,0.05675675719976425,0.0010000000474974513
2.2479350390257657,0.12222222238779068,2.2257750356519543,0.05675675719976425,0.0010000000474974513
2.2370747424938062,0.08888889104127884,2.224198023048607,0.05945945903658867,0.0010000000474974513
2.2324560642242433,0.1111111119389534,2.2225853997307854,0.05945945903658867,0.0010000000474974513
2.244659079445733,0.08518518507480621,2.221003040107521,0.062162160873413086,0.0010000000474974513
2.2393109268612332,0.0962962955236435,2.21952716208793,0.062162160873413086,0.0010000000474974513
2.220096219027484,0.1666666716337204,2.21793228226739,0.06756756454706192,0.0010000000474974513
2.222095909825078,0.11851851642131805,2.2163996516047297,0.07027027010917664,0.0010000000474974513
2.2270355807410347,0.11851851642131805,2.2147390236725677,0.07297297567129135,0.0010000000474974513
2.2200693942882395,0.1259259283542633,2.2132248079454575,0.07297297567129135,0.0010000000474974513
2.2137299572979963,0.1111111119389534,2.2118139447392644,0.07837837934494019,0.0010000000474974513
2.222679055178607,0.09259258955717087,2.210323328585238,0.0810810774564743,0.0010000000474974513
2.220978339513143,0.12962962687015533,2.2088279646796147,0.0810810774564743,0.0010000000474974513
2.2207771601500332,0.13703703880310059,2.207312480823414,0.08648648858070374,0.0010000000474974513
2.203036239412096,0.11481481790542603,2.2058501862190867,0.08648648858070374,0.0010000000474974513
2.2215015570322674,0.13333334028720856,2.204315239674336,0.08918918669223785,0.0010000000474974513
2.204388888676961,0.10370370000600815,2.202887265746658,0.09459459781646729,0.0010000000474974513
