best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.8790709583847611,1.883600336152154,0.46666666865348816,0.6756756901741028,0.0010000000474974513,240
