best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0003049410879611969,0.05155555987766019,1.0,0.9891892075538635,0.0010000000474974513,117
