loss,accuracy,val_loss,val_accuracy
0.2455005806905252,0.1111111119389534,0.21605626715196147,0.13513512909412384
0.18936661603274169,0.1111111119389534,0.1718566697997016,0.13513512909412384
0.15443554785516528,0.1111111119389534,0.14401644548854312,0.13513512909412384
0.1320439373453458,0.1111111119389534,0.12610101611227603,0.13513512909412384
0.11791181873392176,0.1111111119389534,0.11487069065506395,0.13513512909412384
0.10944814582665761,0.1111111119389534,0.10836167448275798,0.13513512909412384
0.10473243274070598,0.1111111119389534,0.10476633866091033,0.13513512909412384
0.10217649809740208,0.1111111119389534,0.10278230945806245,0.13513512909412384
0.1007846533148377,0.1111111119389534,0.10152221700629672,0.13513512909412384
0.10000571459531785,0.1111111119389534,0.1005973196512944,0.13513512909412384
0.09950414796670277,0.1111111119389534,0.10008464286456237,0.13513512909412384
0.09920849584870868,0.1111111119389534,0.09963096339960356,0.13513512909412384
0.09897378594787032,0.1111111119389534,0.09929189440366384,0.13513512909412384
0.09887311585523464,0.1111111119389534,0.09903946953850823,0.13513512909412384
0.09876970361780238,0.1111111119389534,0.0987576210418263,0.13513512909412384
0.0986688380991971,0.1111111119389534,0.09887566767834328,0.13513512909412384
0.09862313325758333,0.1111111119389534,0.09862655868401399,0.13513512909412384
0.09855023175477981,0.11481481790542603,0.09861179896303125,0.16756756603717804
0.09850901790239193,0.17407406866550446,0.0985971902673309,0.22972972691059113
0.09849001627277446,0.18888889253139496,0.09846881052126756,0.22972972691059113
0.09845590872897042,0.18888889253139496,0.09839666115271078,0.22972972691059113
0.0983598111404313,0.2074074000120163,0.09834266772141327,0.2405405342578888
0.09832774649063745,0.14444445073604584,0.09827553283523868,0.12162162363529205
0.09825962213454423,0.1259259283542633,0.09813313359344328,0.11081080883741379
0.09817149606015947,0.13333334028720856,0.09813141468408945,0.15405406057834625
0.09810078673892551,0.192592591047287,0.09813168709342544,0.18378378450870514
0.09800501890756466,0.15555556118488312,0.09797838064464363,0.1135135143995285
0.09792008366849687,0.12962962687015533,0.09798829990464288,0.13513512909412384
0.09779079175657696,0.12222222238779068,0.09776678955232775,0.10810811072587967
0.09763825000436217,0.11851851642131805,0.09763099233040938,0.1297297328710556
0.09749190260966618,0.12222222238779068,0.09741829496783179,0.11081080883741379
0.09729868057701323,0.11481481790542603,0.09730863039557998,0.10810811072587967
0.09707035483033569,0.12222222238779068,0.09715405650235512,0.11621621251106262
0.09683340666470704,0.12962962687015533,0.09678067395815979,0.15405406057834625
0.09655458099312253,0.11851851642131805,0.09648320666841559,0.14864864945411682
0.09620517100448962,0.12222222238779068,0.09614861365911123,0.13513512909412384
0.09582059742123993,0.1666666716337204,0.09597309030391074,0.23243242502212524
0.09541001998715931,0.1814814805984497,0.09551966226584202,0.1945945918560028
0.09493844900970105,0.18518517911434174,0.09494739118460062,0.26216214895248413
0.09449282895635676,0.23333333432674408,0.09446300086942878,0.2567567527294159
0.09386047483594329,0.28148147463798523,0.09403339020303778,0.27837836742401123
0.09336961656808854,0.27407407760620117,0.09359871624289333,0.2918919026851654
0.09273069313278905,0.31481480598449707,0.09305133271861721,0.3540540635585785
0.09217778742313384,0.31481480598449707,0.09247991535309198,0.32702702283859253
0.09164451217209851,0.3740740716457367,0.0920840402712693,0.34594595432281494
0.09113744640791857,0.38148146867752075,0.09167618413229246,0.33243241906166077
0.09061881204446157,0.3740740716457367,0.09116304025456712,0.3243243098258972
0.09017479607352503,0.3592592477798462,0.09067369784052308,0.3243243098258972
0.08975171391610746,0.3740740716457367,0.09037041418455742,0.3378378450870514
0.08933763813089442,0.385185182094574,0.09011324080261024,0.32702702283859253
0.08900420312528257,0.4000000059604645,0.08975272939817326,0.32972973585128784
0.08858563822728616,0.4333333373069763,0.08954748672408026,0.36486485600471497
0.08823555879018925,0.42222222685813904,0.08933400576179092,0.3540540635585785
0.08790005991856258,0.4740740656852722,0.08912450779934188,0.3837837874889374
