best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.00046276565128075027,0.022508702290282158,1.0,0.9891892075538635,0.0005000000237487257,185
