best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0006638366276294821,0.04201807544843571,1.0,0.9837837815284729,0.0005000000237487257,144
